City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,puerto natales,-51.7236,-72.4875,9.8,86,100,1.86,CL,1706492162
1,longyearbyen,78.2186,15.6401,-11.09,79,0,5.14,SJ,1706492351
2,bredasdorp,-34.5322,20.0403,18.94,81,100,1.33,ZA,1706492351
3,adamstown,-25.066,-130.1015,24.51,77,62,4.5,PN,1706492351
4,grytviken,-54.2811,-36.5092,4.86,87,22,5.42,GS,1706492351
5,aioun,16.6614,-9.6149,17.73,18,5,4.98,MR,1706492351
6,avarua,-21.2078,-159.775,29.03,79,97,5.14,CK,1706492201
7,blackmans bay,-43.0167,147.3167,18.86,67,86,3.63,AU,1706492351
8,warrnambool,-38.3833,142.4833,20.53,71,0,5.48,AU,1706492154
9,ulanhot,46.0833,122.0833,-18.33,60,0,2.1,CN,1706492352
10,awash,8.9833,40.1667,22.64,70,97,1.43,ET,1706492352
11,invercargill,-46.4,168.35,18.9,75,7,3.13,NZ,1706492352
12,wau,7.7029,27.9953,22.31,22,100,2.29,SS,1706492352
13,alofi,-19.0595,-169.9187,28.94,70,55,4.12,NU,1706492352
14,bilibino,68.0546,166.4372,-29.64,97,99,1.77,RU,1706492352
15,vorgashor,67.5833,63.95,-12.99,95,100,5.04,RU,1706492353
16,ilebo,-4.3167,20.5833,22.79,91,100,0.74,CD,1706492353
17,coahuayana de hidalgo,18.7,-103.6583,23.37,85,100,1.03,MX,1706492353
18,levuka,50.1834,-105.4011,2.9,88,60,4.6,CA,1706492353
19,geraldton,-28.7667,114.6,24.23,57,0,3.09,AU,1706492353
20,darasun,51.6667,114.0,-25.89,89,100,0.5,RU,1706492353
21,constantia,44.1833,28.65,0.39,81,98,8.76,RO,1706492353
22,brookings,44.3114,-96.7984,1.32,93,0,3.09,US,1706492354
23,georgetown,5.4112,100.3354,27.96,70,20,3.6,MY,1706492354
24,fort bragg,35.139,-79.006,13.75,50,75,5.66,US,1706492354
25,west island,-12.1568,96.8225,27.99,65,10,4.12,CC,1706492349
26,la passe,45.5549,-0.8967,10.13,90,100,6.32,FR,1706492354
27,port-aux-francais,-49.35,70.2167,4.8,69,90,14.41,TF,1706492354
28,anloga,5.7947,0.8973,26.8,71,8,2.8,GH,1706492354
29,albany,42.6001,-73.9662,0.91,84,100,2.53,US,1706492355
30,wailua homesteads,22.0669,-159.378,27.64,70,20,9.77,US,1706492355
31,vila velha,-20.3297,-40.2925,25.97,95,100,1.54,BR,1706492350
32,gwio kura,12.6753,11.0682,15.77,25,1,4.12,NG,1706492355
33,papatowai,-46.5619,169.4708,18.35,65,25,2.73,NZ,1706492355
34,ilulissat,69.2167,-51.1,-21.99,49,100,4.63,GL,1706492355
35,yushu,44.8,126.5333,-16.29,90,35,1.6,CN,1706492355
36,waitangi,-43.9535,-176.5597,17.68,98,100,6.78,NZ,1706492356
37,margaret river,-33.95,115.0667,19.95,48,0,3.03,AU,1706492356
38,chilliwack,49.1747,-121.9443,11.29,96,100,1.34,CA,1706492092
39,taikang,46.8333,124.4167,-17.56,79,31,3.68,CN,1706492356
40,aasiaat,68.7098,-52.8699,-31.15,99,100,3.39,GL,1706492175
41,goya,-29.14,-59.2626,21.23,66,1,2.35,AR,1706492356
42,crane,31.3974,-102.3501,13.12,36,15,4.73,US,1706492356
43,bo rai,12.5728,102.5371,25.03,50,69,4.07,TH,1706492357
44,touros,-5.1989,-35.4608,27.27,76,55,5.04,BR,1706492357
45,gangarampur,25.4,88.5167,13.3,46,6,1.43,IN,1706492357
46,usogorsk,63.4106,48.6872,-6.85,94,95,2.91,RU,1706492357
47,isafjordur,66.0755,-23.124,-6.34,87,98,1.75,IS,1706492357
48,ushuaia,-54.8,-68.3,14.81,51,20,5.66,AR,1706492357
49,labuan,5.2767,115.2417,28.2,74,20,3.13,MY,1706492358
50,ribeira grande,38.5167,-28.7,15.43,73,100,8.05,PT,1706492358
51,tiksi,71.6872,128.8694,-23.76,96,100,4.49,RU,1706492358
52,liwonde,-15.0506,35.2035,19.31,88,5,0.53,MW,1706492358
53,aykhal,66.0,111.5,-25.1,57,96,3.07,RU,1706492358
54,ribeira brava,32.65,-17.0667,18.35,66,13,2.75,PT,1706492358
55,thompson,55.7435,-97.8558,-10.91,92,100,2.06,CA,1706492358
56,prado,-17.3411,-39.2208,23.88,91,99,3.61,BR,1706492359
57,punta arenas,-53.15,-70.9167,14.06,58,0,5.66,CL,1706492359
58,callao,-12.0667,-77.15,28.73,65,0,4.63,PE,1706492359
59,lompoc,34.6391,-120.4579,21.55,59,0,4.63,US,1706492359
60,candolim,15.5181,73.7626,23.0,83,93,2.57,IN,1706492359
61,bich'vinta,43.1592,40.3378,3.1,65,97,2.74,GE,1706492359
62,port saint john's,-31.6229,29.5448,23.46,85,12,3.87,ZA,1706492360
63,la cruz,23.9167,-106.9,21.05,64,0,3.45,MX,1706492360
64,badger,64.8,-147.5333,-26.27,67,100,0.0,US,1706492113
65,vadso,70.0744,29.7487,1.09,86,100,5.66,NO,1706492360
66,puerto san jose,13.9256,-90.8244,26.71,76,4,2.35,GT,1706492360
67,kailua-kona,19.6406,-155.9956,28.06,77,40,8.75,US,1706492316
68,petropavlovsk-kamchatsky,53.0452,158.6483,-7.67,82,0,4.0,RU,1706492360
69,yangambi,0.8102,24.4336,21.8,48,100,0.14,CD,1706492360
70,vilyuchinsk,52.9306,158.4028,-6.85,79,99,1.42,RU,1706492361
71,kalabo,-14.97,22.6814,18.4,72,5,2.45,ZM,1706492361
72,salekhard,66.53,66.6019,-23.09,100,99,1.35,RU,1706492361
73,kalmunai,7.4167,81.8167,25.95,84,91,6.2,LK,1706492361
74,whitehorse,60.7161,-135.0538,2.43,87,100,7.2,CA,1706492361
75,polyarnyy,69.1989,33.4478,0.53,90,100,11.52,RU,1706492361
76,afaahiti,-17.75,-149.2833,30.93,78,87,2.13,PF,1706492174
77,edinburgh of the seven seas,-37.0676,-12.3116,16.49,79,93,9.24,SH,1706492362
78,conduaga,8.862,117.4893,28.32,62,85,2.6,PH,1706492362
79,mhamid,29.82,-5.72,13.05,20,31,2.85,MA,1706492362
80,bengkulu,-3.8004,102.2655,27.41,77,100,0.98,ID,1706492139
81,pisco,-13.7,-76.2167,25.03,78,0,6.69,PE,1706492362
82,college,64.8569,-147.8028,-26.22,65,100,0.0,US,1706492362
83,mar del plata,-38.0023,-57.5575,23.38,83,40,9.83,AR,1706492310
84,yuzhno-kurilsk,44.0306,145.8556,0.21,93,89,5.98,RU,1706492363
85,gurun,5.8172,100.4738,26.88,71,53,2.57,MY,1706492363
86,yellowknife,62.456,-114.3525,-15.71,85,100,1.54,CA,1706492180
87,bethel,41.3712,-73.414,2.74,86,100,3.6,US,1706492363
88,fort saskatchewan,53.7168,-113.2187,4.55,80,10,3.58,CA,1706492363
89,sivas,39.7916,37.0019,-7.65,92,100,0.0,TR,1706492363
90,tolanaro,-25.0319,46.9987,23.04,88,75,3.6,MG,1706492363
91,semirara,12.0697,121.3986,25.47,80,100,14.39,PH,1706492364
92,kodiak,57.79,-152.4072,-8.27,62,20,7.2,US,1706492364
93,manokwari,-0.8667,134.0833,28.28,76,74,1.55,ID,1706492364
94,shaowu,27.3409,117.4831,8.66,92,100,0.91,CN,1706492364
95,pandan,14.0453,124.1694,25.1,73,97,9.4,PH,1706492364
96,kapuskasing,49.4169,-82.4331,-3.0,93,100,1.54,CA,1706492364
97,tura,25.5198,90.2201,15.26,55,1,0.81,IN,1706492364
98,howard springs,-12.497,131.047,28.23,92,100,2.44,AU,1706492365
99,porto velho,-8.7619,-63.9039,24.03,94,75,1.54,BR,1706492365
100,suihua,46.6406,126.9969,-18.67,95,88,2.18,CN,1706492365
101,kamina,-8.7386,24.9906,18.08,99,100,1.28,CD,1706492365
102,labrador city,52.9463,-66.9114,-26.05,76,0,0.0,CA,1706492365
103,ust-nera,64.5667,143.2,-38.12,100,84,2.84,RU,1706492365
104,arteche,12.2645,125.4048,26.21,73,100,8.04,PH,1706492366
105,sanghar,26.0466,68.9481,15.88,52,100,2.08,PK,1706492366
106,road town,18.4167,-64.6167,25.02,78,20,2.57,VG,1706492366
107,sisimiut,66.9395,-53.6735,-21.66,98,100,4.01,GL,1706492366
108,harper,4.375,-7.7169,26.3,84,4,2.58,LR,1706492366
109,acarau,-2.8856,-40.12,27.8,80,93,6.62,BR,1706492304
110,uxbridge,42.0773,-71.6295,2.48,95,100,2.24,US,1706492366
111,portland,45.5234,-122.6762,16.83,89,100,3.58,US,1706492265
112,enewetak,11.3474,162.3373,26.17,70,97,6.99,MH,1706492367
113,chonchi,-42.6128,-73.8092,13.56,89,0,1.32,CL,1706492367
114,utrik,11.2278,169.8474,25.74,69,100,6.11,MH,1706492367
115,puerto ayora,-0.7393,-90.3518,25.7,86,82,3.4,EC,1706492367
116,torghay,49.6339,63.4981,-15.92,96,92,4.64,KZ,1706492367
117,hasaki,35.7333,140.8333,10.16,45,2,6.63,JP,1706492367
118,rio grande,-32.035,-52.0986,21.36,85,7,4.05,BR,1706492367
119,melipilla,-33.7,-71.2167,25.36,92,0,1.34,CL,1706492368
120,stanley,54.868,-1.6985,8.73,85,75,4.12,GB,1706492368
121,porto novo,6.4965,2.6036,26.9,61,16,1.58,BJ,1706492368
122,nea alikarnassos,35.3333,25.1667,10.82,54,75,7.2,GR,1706492368
123,itaituba,-4.2761,-55.9836,23.3,99,100,1.05,BR,1706492369
124,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.54,GF,1706492369
125,chernyshevskiy,63.0128,112.4714,-41.64,100,60,0.42,RU,1706492369
126,vila franca do campo,37.7167,-25.4333,12.23,72,100,2.24,PT,1706492181
127,coquimbo,-29.9533,-71.3436,17.85,88,40,4.12,CL,1706492369
128,sinabang,2.4803,96.3801,27.26,80,55,0.64,ID,1706492369
129,kununurra,-15.7667,128.7333,30.99,70,100,3.09,AU,1706492369
130,lycksele,64.5954,18.6735,2.46,93,75,4.63,SE,1706492370
131,peniche,39.3558,-9.3811,14.14,92,100,5.31,PT,1706492370
132,greenland,43.0362,-70.8328,1.73,92,100,2.06,US,1706492370
133,farsala,39.2947,22.3847,2.16,70,100,1.1,GR,1706492370
134,klaksvik,62.2266,-6.589,3.51,69,14,18.08,FO,1706492364
135,olonkinbyen,70.9221,-8.7187,-3.14,68,100,9.52,SJ,1706492370
136,mount isa,-20.7333,139.5,28.87,51,100,2.57,AU,1706492370
137,rongelap,11.1635,166.8941,25.86,74,100,6.42,MH,1706492371
138,turabah,21.2141,41.6331,15.65,78,83,2.25,SA,1706492371
139,saint-joseph,-21.3667,55.6167,24.21,87,34,2.89,RE,1706492371
140,qaqortoq,60.7167,-46.0333,-26.77,67,3,2.78,GL,1706492143
141,port alfred,-33.5906,26.891,20.1,91,36,3.1,ZA,1706492220
142,chinchani,19.8667,72.7,21.12,51,100,2.35,IN,1706492371
143,daru,-9.0763,143.2092,32.28,56,53,2.99,PG,1706492371
144,balancan,17.8,-91.5333,21.22,86,100,4.55,MX,1706492371
145,san luis de since,9.2439,-75.1468,26.06,78,9,3.66,CO,1706492372
146,arraias,-12.9288,-46.9437,19.53,98,66,0.53,BR,1706492372
147,akjoujt,19.6969,-14.4164,18.37,13,1,4.38,MR,1706492372
148,talagang,32.9297,72.4158,9.84,82,75,2.77,PK,1706492372
149,rio verde,21.9333,-99.9833,11.95,67,10,3.31,MX,1706492372
150,jinchang,38.4953,102.1739,-2.77,28,60,1.59,CN,1706492372
151,igbeti,8.75,4.1333,24.48,20,0,1.81,NG,1706492373
152,merizo village,13.2658,144.6691,27.31,79,95,8.68,GU,1706492373
153,guerrero negro,27.9769,-114.0611,19.82,42,96,3.82,MX,1706492373
154,smara,26.7384,-11.6719,17.96,21,0,2.12,EH,1706492373
155,zaidpur,26.8333,81.3333,9.04,53,5,1.71,IN,1706492373
156,lebu,-37.6167,-73.65,13.84,79,0,7.7,CL,1706492373
157,pimentel,-6.8367,-79.9342,25.16,83,40,5.66,PE,1706492373
158,port mathurin,-19.6833,63.4167,27.84,80,85,6.83,MU,1706492374
159,weno,7.4515,151.8468,29.97,66,40,4.12,FM,1706492353
160,ghat,24.9647,10.1728,11.04,53,0,2.12,LY,1706492374
161,san patricio,28.017,-97.5169,15.92,52,0,2.64,US,1706492374
162,juneau,58.3019,-134.4197,6.34,93,100,6.17,US,1706492374
163,ola,59.5833,151.2833,-16.16,74,6,2.12,RU,1706492374
164,luderitz,-26.6481,15.1594,16.74,89,86,0.96,NA,1706492225
165,anadyr,64.75,177.4833,-31.67,74,0,4.0,RU,1706492375
166,axim,4.8699,-2.2405,25.82,84,5,0.84,GH,1706492375
167,usinsk,65.9939,57.5281,-12.18,94,100,8.05,RU,1706492375
168,jimena de la frontera,36.4352,-5.4539,15.08,89,100,2.69,ES,1706492375
169,patacamaya,-17.2333,-67.9167,10.5,77,86,1.69,BO,1706492375
170,fort st. john,56.2499,-120.8529,4.94,70,40,3.6,CA,1706492089
171,ruidoso,33.3317,-105.673,6.27,55,0,3.09,US,1706492376
172,sinop,41.7711,34.8709,-0.36,96,100,1.27,TR,1706492376
173,chui,-33.6971,-53.4616,19.75,87,74,3.1,UY,1706492376
174,malango,-2.9627,119.9001,27.65,62,99,0.81,ID,1706492376
175,brisas de zicatela,15.8369,-97.0419,27.29,61,0,2.57,MX,1706492376
176,iqaluit,63.7506,-68.5145,-36.15,61,20,5.66,CA,1706492376
177,khanty-mansiysk,61.0042,69.0019,-19.94,77,40,2.0,RU,1706492377
178,cabo san lucas,22.8909,-109.9124,26.17,67,0,2.06,MX,1706492230
179,carolina,18.3808,-65.9574,25.02,83,20,3.09,PR,1706492377
180,ishigaki,24.3448,124.1572,20.07,68,75,5.14,JP,1706492377
181,dudinka,69.4058,86.1778,-12.43,92,100,8.8,RU,1706492084
182,ngetkib,7.3645,134.5148,27.14,89,75,2.57,PW,1706492377
183,podujeva,42.9106,21.1931,1.09,94,98,1.67,XK,1706492377
184,mamedkala,42.1677,48.1199,1.73,87,100,4.27,RU,1706492377
185,mtambile,-5.3833,39.7,26.92,79,100,4.11,TZ,1706492378
186,nuku'alofa,-21.1333,-175.2,29.19,70,75,5.66,TO,1706492378
187,port lincoln,-34.7333,135.8667,22.42,56,0,5.61,AU,1706492137
188,ampanihy,-24.7,44.75,20.86,90,24,4.46,MG,1706492378
189,roma,43.2128,-75.4557,2.27,97,100,1.54,US,1706492378
190,bathsheba,13.2167,-59.5167,26.34,83,20,7.2,BB,1706492378
191,kone,-21.0595,164.8658,31.02,51,90,4.75,NC,1706492378
192,moyale,3.5167,39.0584,21.83,49,82,2.83,KE,1706492379
193,maun,-19.9833,23.4167,23.98,100,40,2.06,BW,1706492379
194,pineville,31.3224,-92.4343,8.94,79,0,0.0,US,1706492379
195,cukurca,37.2481,43.6136,-5.62,89,93,2.47,TR,1706492379
196,hotan,37.0997,79.9269,-4.33,50,64,1.72,CN,1706492379
197,lerwick,60.1545,-1.1494,7.0,67,98,11.82,GB,1706492379
198,saint-philippe,-21.3585,55.7679,24.77,86,54,2.32,RE,1706492380
199,essaouira,31.5125,-9.77,15.72,31,0,2.06,MA,1706491868
200,namsos,64.4662,11.4957,8.03,81,100,1.03,NO,1706492380
201,chegdomyn,51.1167,133.0167,-12.41,89,100,0.99,RU,1706492380
202,grand falls-windsor,48.9332,-55.6649,-7.17,97,30,1.5,CA,1706492380
203,tabas,33.5959,56.9244,8.57,27,0,2.22,IR,1706492380
204,great falls,47.5002,-111.3008,13.25,56,0,9.26,US,1706492380
205,atafu village,-8.5421,-172.5159,29.51,71,57,2.96,TK,1706492380
206,honmachi,32.5,130.6,8.22,56,4,1.0,JP,1706492381
207,palmer,42.1584,-72.3287,1.75,87,100,4.63,US,1706492381
208,naduvattam,11.4833,76.5667,11.01,76,66,1.17,IN,1706492381
209,awjilah,29.1081,21.2869,11.53,67,10,4.91,LY,1706492381
210,berezovyy,51.6667,135.7,-13.23,84,100,0.48,RU,1706492381
211,sovetskiy,61.3614,63.5842,-23.95,100,100,0.89,RU,1706492381
212,amga,60.8953,131.9608,-36.83,98,100,0.4,RU,1706492381
213,saldanha,-33.0117,17.9442,18.03,90,100,3.4,ZA,1706492382
214,keflavik,64.0049,-22.5624,0.95,69,20,16.46,IS,1706492382
215,maharajgani,26.1167,84.4833,10.13,54,18,0.54,IN,1706492382
216,kroya,-7.6331,109.2461,28.15,77,100,1.63,ID,1706492382
217,ayvacik,39.6011,26.4047,2.91,80,10,6.1,TR,1706492382
218,klamath falls,42.2249,-121.7817,14.95,68,0,2.57,US,1706492382
219,sola,-13.8833,167.55,27.97,74,100,4.57,VU,1706492382
220,aral,40.5156,81.2636,-3.79,42,100,1.46,CN,1706492383
221,horta,38.5333,-28.6333,15.01,73,100,8.05,PT,1706492383
222,arraial do cabo,-22.9661,-42.0278,23.7,91,98,2.83,BR,1706492383
223,pariaman,-0.619,100.12,28.03,69,54,0.75,ID,1706492383
224,loen,7.7601,168.2307,26.74,68,99,6.04,MH,1706492383
225,khash,28.2211,61.2158,9.02,61,100,1.47,IR,1706492383
226,east london,-33.0153,27.9116,22.45,89,95,3.58,ZA,1706492383
227,jamestown,42.097,-79.2353,0.77,99,100,4.12,US,1706492334
228,bubaque,11.2833,-15.8333,25.99,66,70,3.93,GW,1706492384
229,hawaiian paradise park,19.5933,-154.9731,28.28,78,20,7.2,US,1706492384
230,codrington,-38.2667,141.9667,22.4,59,0,6.75,AU,1706492384
231,inhambane,-23.865,35.3833,23.83,83,5,2.7,MZ,1706492384
232,ancud,-41.8697,-73.8203,11.32,78,0,2.13,CL,1706492146
233,holualoa,19.6228,-155.9522,25.99,78,40,8.75,US,1706492384
234,dzhangala,49.2167,50.3333,-9.62,85,100,4.08,KZ,1706492384
235,wanning,18.8003,110.3967,20.51,92,97,3.27,CN,1706492384
236,enoch,37.7733,-113.0244,7.14,70,0,2.57,US,1706492385
237,zinjibar,13.1287,45.3807,23.8,83,100,2.47,YE,1706492385
238,iowa park,33.9515,-98.6687,11.64,58,0,3.6,US,1706492352
239,acapulco de juarez,16.8634,-99.8901,27.9,74,40,3.6,MX,1706492099
240,bikenibeu village,1.3673,173.1241,30.98,74,75,3.6,KI,1706492385
241,dunedin,-45.8742,170.5036,18.47,64,0,3.6,NZ,1706492385
242,chayan,43.0297,69.3772,0.44,93,100,3.56,KZ,1706492385
243,mandera,3.9366,41.867,26.77,68,100,5.74,KE,1706492386
244,daday,41.4787,33.4667,-3.19,93,99,0.82,TR,1706492386
245,nar'yan-mar,67.6713,53.087,-7.73,94,93,5.75,RU,1706492386
246,amalapuram,16.5833,82.0167,19.2,81,40,1.31,IN,1706492386
247,punta del este,-34.9667,-54.95,22.06,78,0,4.12,UY,1706492386
248,emerald,-23.5333,148.1667,32.41,73,57,3.62,AU,1706492386
249,st. john's,47.5649,-52.7093,-0.74,82,100,6.69,CA,1706492105
250,luxor,25.6989,32.6421,10.03,53,0,1.03,EG,1706492386
251,kristiansund,63.1115,7.732,9.36,76,75,12.86,NO,1706492387
252,st ives,50.2086,-5.4875,12.0,96,100,6.07,GB,1706492387
253,queenstown,-31.8976,26.8753,19.23,69,54,1.34,ZA,1706492387
254,klyuchi,52.2667,79.1667,-20.4,99,84,2.35,RU,1706492387
255,muisne,0.6,-80.0333,26.06,89,100,0.31,EC,1706492387
256,castillos,-34.1667,-53.8333,19.5,85,85,2.91,UY,1706492387
257,koz'modem'yansk,56.3367,46.5711,-13.27,99,97,2.08,RU,1706492387
258,longquan,24.6719,102.1613,8.83,89,100,0.61,CN,1706492388
259,iskateley,67.6803,53.1512,-7.8,94,93,5.74,RU,1706492388
260,udachny,66.4167,112.4,-28.23,77,97,1.92,RU,1706492377
261,ilha de mocambique,-15.0342,40.7358,25.45,81,33,2.45,MZ,1706492388
262,sarangani,5.4033,125.4636,27.73,74,55,1.97,PH,1706492388
263,smirnovo,54.5125,69.4222,-16.99,97,94,2.67,KZ,1706492388
264,nyurba,63.2842,118.3319,-41.74,100,91,1.88,RU,1706492388
265,kralendijk,12.15,-68.2667,25.99,83,0,6.17,BQ,1706492389
266,mokhsogollokh,61.4681,128.9203,-37.1,97,100,1.36,RU,1706492389
267,mont-dore,-22.2833,166.5833,30.99,97,88,3.9,NC,1706492389
268,hithadhoo,-0.6,73.0833,27.55,72,42,4.96,MV,1706492389
269,nova sintra,14.8667,-24.7167,21.73,65,3,4.48,CV,1706492339
270,port elizabeth,-33.918,25.5701,20.17,79,0,2.57,ZA,1706492389
271,mount pearl,47.5166,-52.7813,-1.2,82,100,6.69,CA,1706492186
272,okondja,-0.6549,13.6753,24.63,72,56,0.82,GA,1706492390
273,tamanrasset,22.785,5.5228,9.95,13,0,1.03,DZ,1706492390
274,ponta delgada,37.7333,-25.6667,12.4,71,40,1.54,PT,1706492390
275,kriva palanka,42.2019,22.3319,-1.24,91,80,1.73,MK,1706492390
276,norrtalje,59.758,18.705,4.13,63,100,6.48,SE,1706492390
277,beyneu,45.3167,55.2,-4.92,75,100,4.43,KZ,1706492390
278,valley city,46.9233,-98.0032,-0.71,100,0,3.09,US,1706492390
279,hadibu,12.65,54.0333,24.28,78,91,2.82,YE,1706492391
280,kidal,18.4411,1.4078,16.48,19,17,4.75,ML,1706492391
